Category,Year,County,Crime_Count,Median_Income
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,5.7,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,30,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,53.9,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,36,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,488,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,123,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,70,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,9,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,5.7,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,30,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,53.9,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,36,NA
Robbery,2008,King,404,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,488,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,123,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,70,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,9,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,5.7,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,30,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,53.9,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,36,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,488,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,123,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,70,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,9,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,5.7,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,30,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,53.9,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,36,NA
Robbery,2008,King,379,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,488,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,123,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,70,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,9,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,5.7,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,30,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,53.9,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,36,NA
Robbery,2008,King,48,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,488,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,123,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,70,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,9,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,5.7,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,30,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,53.9,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,36,NA
Robbery,2008,King,5.4,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,488,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,123,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,70,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,9,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,5.7,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,30,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,53.9,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,36,NA
Robbery,2008,King,135,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,488,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,123,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,70,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,9,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,5.7,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,30,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,53.9,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,36,NA
Robbery,2008,King,58.3,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,488,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,123,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,70,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,9,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,5.7,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,30,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,53.9,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,36,NA
Robbery,2008,King,232,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,488,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,123,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,0,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,70,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,9,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,5.7,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,30,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,53.9,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,36,NA
Robbery,2008,King,0,NA
Robbery,2008,Snohomish,0,NA
Arson,2008,King,412,NA
Arson,2008,Snohomish,136,NA
Arson,2008,King,412,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,412,NA
Arson,2008,Snohomish,16,NA
Arson,2008,King,412,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,412,NA
Arson,2008,Snohomish,8,NA
Arson,2008,King,412,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,412,NA
Arson,2008,Snohomish,85,NA
Arson,2008,King,412,NA
Arson,2008,Snohomish,13,NA
Arson,2008,King,412,NA
Arson,2008,Snohomish,15,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,136,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,16,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,8,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,85,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,13,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,15,NA
Arson,2008,King,32,NA
Arson,2008,Snohomish,136,NA
Arson,2008,King,32,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,32,NA
Arson,2008,Snohomish,16,NA
Arson,2008,King,32,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,32,NA
Arson,2008,Snohomish,8,NA
Arson,2008,King,32,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,32,NA
Arson,2008,Snohomish,85,NA
Arson,2008,King,32,NA
Arson,2008,Snohomish,13,NA
Arson,2008,King,32,NA
Arson,2008,Snohomish,15,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,136,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,16,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,8,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,85,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,13,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,15,NA
Arson,2008,King,54,NA
Arson,2008,Snohomish,136,NA
Arson,2008,King,54,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,54,NA
Arson,2008,Snohomish,16,NA
Arson,2008,King,54,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,54,NA
Arson,2008,Snohomish,8,NA
Arson,2008,King,54,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,54,NA
Arson,2008,Snohomish,85,NA
Arson,2008,King,54,NA
Arson,2008,Snohomish,13,NA
Arson,2008,King,54,NA
Arson,2008,Snohomish,15,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,136,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,16,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,8,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,85,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,13,NA
Arson,2008,King,0,NA
Arson,2008,Snohomish,15,NA
Arson,2008,King,126,NA
Arson,2008,Snohomish,136,NA
Arson,2008,King,126,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,126,NA
Arson,2008,Snohomish,16,NA
Arson,2008,King,126,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,126,NA
Arson,2008,Snohomish,8,NA
Arson,2008,King,126,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,126,NA
Arson,2008,Snohomish,85,NA
Arson,2008,King,126,NA
Arson,2008,Snohomish,13,NA
Arson,2008,King,126,NA
Arson,2008,Snohomish,15,NA
Arson,2008,King,8,NA
Arson,2008,Snohomish,136,NA
Arson,2008,King,8,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,8,NA
Arson,2008,Snohomish,16,NA
Arson,2008,King,8,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,8,NA
Arson,2008,Snohomish,8,NA
Arson,2008,King,8,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,8,NA
Arson,2008,Snohomish,85,NA
Arson,2008,King,8,NA
Arson,2008,Snohomish,13,NA
Arson,2008,King,8,NA
Arson,2008,Snohomish,15,NA
Arson,2008,King,9,NA
Arson,2008,Snohomish,136,NA
Arson,2008,King,9,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,9,NA
Arson,2008,Snohomish,16,NA
Arson,2008,King,9,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,9,NA
Arson,2008,Snohomish,8,NA
Arson,2008,King,9,NA
Arson,2008,Snohomish,0,NA
Arson,2008,King,9,NA
Arson,2008,Snohomish,85,NA
Arson,2008,King,9,NA
Arson,2008,Snohomish,13,NA
Arson,2008,King,9,NA
Arson,2008,Snohomish,15,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,15697,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,675,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,91,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,4.5,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,84,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,34.5,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,312,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,0,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,248,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,34,NA
Burglary,2008,Snohomish,22,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,4289,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,292,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,51,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,4.2,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,38,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,31.1,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,108,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,0,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,85,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,16,NA
Burglary,2008,King,43,NA
Burglary,2008,Snohomish,22,NA
Theft,2008,King,51376,NA
Theft,2008,Snohomish,13754,NA
Theft,2008,King,51376,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,51376,NA
Theft,2008,Snohomish,2436,NA
Theft,2008,King,51376,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,51376,NA
Theft,2008,Snohomish,1089,NA
Theft,2008,King,51376,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,13754,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,2436,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,1089,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,5404,NA
Theft,2008,Snohomish,13754,NA
Theft,2008,King,5404,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,5404,NA
Theft,2008,Snohomish,2436,NA
Theft,2008,King,5404,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,5404,NA
Theft,2008,Snohomish,1089,NA
Theft,2008,King,5404,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,13754,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,2436,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,1089,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,1129,NA
Theft,2008,Snohomish,13754,NA
Theft,2008,King,1129,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,1129,NA
Theft,2008,Snohomish,2436,NA
Theft,2008,King,1129,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,1129,NA
Theft,2008,Snohomish,1089,NA
Theft,2008,King,1129,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,13754,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,2436,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,0,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,1089,NA
Theft,2008,King,0,NA
Theft,2008,Snohomish,0,NA
Motor Vehicle Theft,2008,King,9435,NA
Motor Vehicle Theft,2008,Snohomish,2874,NA
Motor Vehicle Theft,2008,King,9435,NA
Motor Vehicle Theft,2008,Snohomish,74,NA
Motor Vehicle Theft,2008,King,9435,NA
Motor Vehicle Theft,2008,Snohomish,96,NA
Motor Vehicle Theft,2008,King,9435,NA
Motor Vehicle Theft,2008,Snohomish,29,NA
Motor Vehicle Theft,2008,King,386,NA
Motor Vehicle Theft,2008,Snohomish,2874,NA
Motor Vehicle Theft,2008,King,386,NA
Motor Vehicle Theft,2008,Snohomish,74,NA
Motor Vehicle Theft,2008,King,386,NA
Motor Vehicle Theft,2008,Snohomish,96,NA
Motor Vehicle Theft,2008,King,386,NA
Motor Vehicle Theft,2008,Snohomish,29,NA
Motor Vehicle Theft,2008,King,183,NA
Motor Vehicle Theft,2008,Snohomish,2874,NA
Motor Vehicle Theft,2008,King,183,NA
Motor Vehicle Theft,2008,Snohomish,74,NA
Motor Vehicle Theft,2008,King,183,NA
Motor Vehicle Theft,2008,Snohomish,96,NA
Motor Vehicle Theft,2008,King,183,NA
Motor Vehicle Theft,2008,Snohomish,29,NA
Motor Vehicle Theft,2008,King,148,NA
Motor Vehicle Theft,2008,Snohomish,2874,NA
Motor Vehicle Theft,2008,King,148,NA
Motor Vehicle Theft,2008,Snohomish,74,NA
Motor Vehicle Theft,2008,King,148,NA
